seas_id,player_id,tm,pos,age,experience
1,395,BOS,SG,25,4
1,68,CLE,PG,35,16
1,413,IND,PF,25,2
1,93,WAS,PG,31,11
1,73,BRK,SG,33,11
1,407,ORL,SG,21,3
1,373,CLE,PG,30,8
1,54,OKC,PG,34,14
1,269,DAL,SF,31,10
1,196,DEN,PG,32,12
1,152,NOP,SF,30,7
1,12,DEN,SF,37,17
1,374,SAC,C,29,8
1,197,CLE,PG,32,12
1,270,LAC,PF,32,10
1,108,CLE,C,34,15
1,326,LAC,SF,29,8
1,436,DET,SG,31,7
1,97,IND,PG,30,10
1,460,WAS,SG,25,3
1,388,POR,PF,26,6
1,62,PHO,PG,33,12
1,126,TOT,C,30,9
1,126,CHO,C,30,9
1,126,DEN,C,30,9
1,65,UTA,PF,36,17
1,271,MIN,C,30,10
1,109,LAC,PG,34,15
1,116,HOU,C,31,12
1,301,ATL,PF,25,4
1,396,DAL,C,32,4
1,384,TOR,PF,27,5
1,346,CHI,SG,28,4
1,488,OKC,PG,24,1
1,134,LAC,C,32,13
1,134,MIL,C,32,13
1,134,MIL,C,33,14
1,272,BRK,SG,32,9
1,293,MIL,SG,25,5
1,333,WAS,PG,28,6
1,36,GSW,PG,33,14
1,489,PHI,C,24,1
1,490,WAS,SG,24,1
1,212,CHO,PG,28,8
1,278,ATL,SF,30,9
1,318,BRK,PG,29,9
1,98,TOT,PF,28,10
1,98,CHO,PF,28,10
1,98,MIL,PF,28,10
1,375,SAS,SF,26,8
1,135,GSW,PG,34,14
1,491,ORL,C,20,1
1,74,MIL,PF,33,11
1,273,MEM,C,29,10
1,376,IND,PG,30,8
1,319,PHO,SF,29,8
1,136,NYK,C,35,12
1,136,NYK,C,36,13
1,136,WAS,C,37,14
1,347,HOU,C,26,4
1,437,MIN,SF,28,7
1,250,NOP,PF,25,5
1,250,MIL,PF,25,5
1,250,HOU,PF,27,6
1,233,TOT,SG,31,11
1,233,ORL,SG,31,11
1,233,PHO,SG,31,11
1,377,CHO,SG,28,8
1,71,HOU,PF,35,14
1,79,TOR,PF,34,16
1,256,LAL,PF,25,5
1,449,CLE,C,23,5
1,184,PHI,C,32,7
1,327,CLE,PG,31,8
1,274,DAL,SG,30,10
1,477,HOU,SG,23,2
1,179,BRK,C,31,8
1,198,PHI,PF,30,12
1,153,MEM,PG,30,8
1,43,NOP,SF,36,14
1,11,CHO,PG,36,18
1,279,NOP,SG,30,9
1,453,ATL,SF,26,4
1,32,LAL,SF,36,18
1,180,IND,PF,30,8
1,280,DAL,PG,29,9
1,379,SAC,PF,27,8
1,202,CHI,PF,30,11
1,285,DEN,SG,28,7
1,461,HOU,SF,23,2
1,461,NYK,SF,23,2
1,461,SAC,SF,24,3
1,154,SAC,PG,29,8
1,349,HOU,PG,22,3
1,349,LAL,PG,22,3
1,349,LAL,PG,23,4
1,328,SAS,PG,29,8
1,462,CHI,PG,23,3
1,245,SAS,C,30,8
1,146,SAC,SF,27,8
1,146,MEM,PG,28,9
1,146,IND,SG,29,10
1,9,HOU,C,37,19
1,380,MEM,PG,26,8
1,18,MIA,C,42,20
1,275,MIA,SG,30,10
1,1,ATL,PF,43,22
1,463,POR,PG,22,3
1,139,LAL,SG,34,13
1,444,MEM,SG,24,3
1,444,CHI,SG,24,3
1,444,NYK,SG,27,4
1,174,WAS,SF,31,9
1,137,MIL,SG,36,14
1,234,TOR,SG,32,11
1,385,PHI,C,28,7
1,408,DET,C,27,3
1,85,BRK,PF,32,12
1,450,TOT,PG,27,5
1,450,CLE,PG,27,5
1,450,LAC,PG,27,5
1,320,CHI,SG,27,9
1,13,SAC,PF,36,17
1,22,DET,C,34,16
2,89,IND,PG,32,9
2,302,DEN,PF,26,8
2,397,CHO,SG,22,2
2,579,HOU,PG,31,1
2,533,PHO,SF,28,5
2,336,MIN,PF,25,3
2,75,BOS,C,35,15
2,37,IND,C,32,13
2,168,ORL,PF,30,11
2,392,PHO,PF,25,3
2,185,NYK,SG,30,11
2,580,PHO,PF,22,1
2,492,CHI,PG,28,6
2,257,SAC,C,28,9
2,454,IND,PF,24,2
2,534,CHI,SF,29,5
2,284,ATL,SG,27,7
2,50,PHI,C,30,13
2,220,BRK,C,28,10
2,30,GSW,SF,38,18
2,561,LAL,SG,33,2
2,281,OKC,SF,28,6
2,51,DAL,C,32,12
2,455,CLE,PG,24,3
2,581,ATL,SF,24,1
2,303,GSW,SF,26,8
2,398,TOT,SF,24,2
2,221,LAL,C,28,10
2,112,MEM,PF,34,12
2,562,CHI,SG,22,2
2,553,DAL,SG,23,1
2,553,ATL,SG,23,1
2,553,DAL,SG,25,2
2,238,PHO,C,33,8
2,90,SAC,SG,31,10
2,222,DEN,SG,29,10
2,160,TOT,SG,30,11
2,160,MIA,SG,30,11
2,160,HOU,SG,30,11
2,493,MIA,C,25,6
2,276,LAL,SG,27,8
2,582,IND,PF,22,1
2,494,BRK,PG,26,5
2,186,PHO,C,29,11
2,155,DET,PF,31,11
2,155,BRK,PF,31,11
2,155,BRK,C,32,12
2,120,HOU,PG,32,3
2,354,MIL,C,26,7
2,223,WAS,SG,28,10
2,91,MEM,PF,29,9
2,91,TOT,PF,30,10
2,91,MEM,PF,30,10
2,414,NOP,SF,24,6
2,147,TOT,PG,27,8
2,583,SAS,SG,26,1
2,399,TOT,PG,24,2
2,399,GSW,PG,24,2
2,399,CHO,PG,24,2
2,464,LAC,PF,22,1
2,464,TOT,PF,23,2
2,464,LAC,PF,23,2
2,99,MIL,C,33,14
2,329,TOT,C,24,6
2,329,MEM,C,24,6
2,329,HOU,C,24,6
2,415,DEN,SG,28,6
2,416,TOT,SG,29,6
2,47,WAS,SF,32,15
2,563,MIN,SG,28,2
2,554,POR,PF,22,3
2,355,PHO,SG,25,5
2,417,CLE,SG,27,6
2,19,POR,PF,36,18
2,495,CLE,SF,27,6
2,205,MEM,SF,30,8
2,52,TOT,C,34,12
2,52,CLE,C,34,12
2,52,LAL,C,34,12
2,584,NOP,SG,23,1
2,438,PHO,C,23,4
2,465,HOU,C,20,1
2,496,TOR,PF,30,6
2,400,TOT,PF,21,2
2,46,PHO,PG,36,17
2,258,NOP,SG,30,9
2,304,ATL,C,27,8
2,259,POR,C,29,9
2,175,MIN,C,28,7
2,81,LAL,SF,31,11
2,81,OKC,SG,31,11
2,81,TOT,SF,32,12
2,187,DET,PG,30,11
2,114,DAL,SG,33,11
2,110,HOU,PG,34,14
2,535,TOR,PF,25,5
2,357,MIN,PG,26,8
2,585,OKC,C,22,1
2,418,LAL,C,27,7
2,224,POR,PG,31,10
2,38,IND,SF,38,10
2,497,PHO,SG,30,6
2,536,NYK,SG,27,5
2,564,ATL,SG,23,2
2,498,IND,C,30,6
2,111,ATL,PF,32,12
2,127,MEM,SG,35,14
2,142,TOT,SF,30,9
2,142,NOP,SF,30,9
2,142,BRK,SF,30,9
2,330,CLE,SG,24,5
2,419,UTA,SF,28,6
2,239,OKC,SF,30,6
2,121,DEN,PF,28,8
2,138,IND,PG,31,10
2,401,DET,SG,23,2
2,439,HOU,SF,28,5
2,337,UTA,PG,26,2
2,23,GSW,C,36,14
2,499,LAL,SG,27,4
2,500,SAC,PG,25,6
2,100,PHI,C,33,14
2,213,TOT,SG,28,4
2,213,CLE,SG,28,4
2,213,DAL,SG,28,4
2,440,BRK,SF,27,6
2,420,SAS,PG,25,5
2,358,ATL,SG,29,7
2,128,CHI,PF,32,13
2,161,LAC,C,30,10
2,141,SAS,SF,33,11
2,456,TOT,PG,23,2
2,456,HOU,PG,23,2
2,456,PHI,PG,23,2
2,501,CHO,PG,25,6
2,441,CLE,SG,28,5
2,162,UTA,C,29,11
2,421,MIA,SF,22,4
2,421,POR,SF,23,5
2,421,CHI,PF,24,6
2,101,DET,PG,32,12
2,101,NYK,PG,32,12
2,101,NYK,PG,33,13
2,537,DET,PG,26,3
2,502,BOS,SG,28,6
2,214,TOT,PF,25,6
2,359,PHO,SG,25,7
2,34,TOT,PG,34,14
2,34,DAL,PG,34,14
2,34,DEN,PG,34,14
2,565,WAS,SF,23,2
2,260,MIA,C,32,9
2,457,MEM,C,21,2
2,503,MEM,SF,27,6
2,241,MIA,SG,28,8
2,2,DAL,C,39,20
2,422,SAC,C,25,6
2,504,CLE,SG,26,6
2,423,DAL,PF,29,7
2,305,DAL,SF,26,4
2,305,IND,SF,27,5
2,305,IND,PF,28,6
2,451,MIL,C,22,4
2,225,GSW,PF,31,10
2,546,ORL,SG,25,4
2,290,DET,PG,28,3
2,31,PHI,C,35,17
2,306,DAL,C,30,8
2,21,TOT,SG,36,15
2,21,CLE,SG,36,15
2,21,MIA,SG,36,15
2,203,NOP,SG,30,9
2,163,MIN,C,31,11
2,505,BRK,SG,27,5
2,171,UTA,C,31,7
2,321,NOP,PG,24,5
2,321,NYK,PG,25,6
2,321,NYK,PG,26,7
2,39,NOP,C,35,10
2,381,NYK,PG,21,3
2,381,NYK,PG,22,4
2,381,UTA,PG,23,5
2,200,POR,C,28,10
2,164,MIL,PG,29,9
2,164,MIL,PG,30,10
2,164,NOP,SG,31,11
2,102,HOU,SG,34,15
2,334,TOR,PF,27,4
2,586,UTA,SF,24,1
2,226,NYK,SG,29,10
2,170,POR,PG,30,9
2,360,ATL,C,29,8
2,547,ORL,PG,26,4
2,506,DAL,PG,24,6
2,424,TOR,PG,27,6
2,507,PHI,SG,25,6
2,129,NOP,SG,35,12
2,307,ORL,SG,27,8
2,425,WAS,SF,27,4
2,425,GSW,PG,28,5
2,425,GSW,SG,29,6
2,103,MIL,PG,35,14
2,103,TOT,PG,36,15
2,103,MIL,PG,36,15
2,426,PHI,PF,28,6
2,466,SAC,C,19,1
2,466,TOT,C,20,2
2,466,SAC,C,20,2
2,53,HOU,SG,32,11
2,587,DAL,SG,24,1
2,261,MIL,PF,27,9
2,331,PHI,SF,26,6
2,104,BRK,PG,35,14
2,156,CHO,SF,31,12
2,262,ATL,C,32,9
2,165,TOT,C,31,10
2,165,MIN,C,31,10
2,165,WAS,C,31,10
2,165,MIL,C,31,10
2,566,BOS,PF,23,2
2,227,SAC,PF,29,10
2,166,SAC,C,31,9
2,446,BRK,C,23,4
2,287,NOP,SG,26,5
2,82,WAS,C,32,11
2,567,IND,C,20,2
2,204,BRK,SF,29,9
2,288,TOT,PG,27,6
2,288,PHO,PG,27,6
2,288,MIN,PG,27,6
2,568,NYK,PF,24,2
2,467,HOU,PG,22,1
2,201,TOT,PG,32,11
2,201,LAL,PG,32,11
2,201,DAL,PG,32,11
2,468,BRK,PG,21,1
2,157,WAS,PG,33,12
2,569,MEM,PF,21,2
2,427,LAC,C,24,6
2,70,DAL,PG,34,13
2,69,NOP,SG,36,15
2,33,CLE,SG,33,15
2,588,BOS,SG,23,1
2,322,BOS,PF,25,7
2,338,SAC,PF,26,2
2,589,PHI,PG,28,1
2,590,BRK,PF,23,1
2,228,MIA,PF,29,8
2,228,PHO,PF,30,9
2,228,PHO,PF,31,10
2,387,BRK,C,22,3
2,387,NOP,C,23,4
2,387,NOP,C,24,5
2,332,IND,PF,27,6
2,442,MIN,SF,26,5
2,428,SAS,C,27,7
2,570,NOP,SF,24,1
2,570,DAL,SF,24,1
2,570,CLE,SF,25,2
2,6,PHO,SG,38,19
2,429,DEN,PG,23,5
2,591,DAL,PF,24,1
2,40,DEN,PG,34,13
2,40,TOT,PG,35,14
2,40,NOP,PG,35,14
2,592,ORL,SG,25,1
2,323,TOT,SF,31,8
2,323,BRK,SF,31,8
2,323,LAC,SF,31,8
2,130,PHI,PG,32,13
2,131,BRK,PF,34,13
2,339,GSW,PF,24,3
2,593,BRK,SF,24,1
2,340,BOS,SG,21,3
2,594,LAC,SF,27,1
2,308,DEN,PF,31,8
2,80,LAL,PF,34,13
2,402,PHO,SF,25,2
2,402,TOT,SF,26,3
2,402,BOS,SF,26,3
2,393,MEM,PF,23,3
2,508,CLE,C,24,6
2,55,NOP,PG,33,12
2,86,MIL,PF,32,11
2,4,MIL,SG,39,18
2,105,PHO,C,34,14
2,571,OKC,PG,22,2
2,430,BOS,SF,25,6
2,538,SAS,SG,26,3
2,509,BOS,PF,24,6
2,76,DEN,PF,35,14
2,140,BOS,PG,32,12
2,291,UTA,C,26,4
2,309,DEN,PF,25,6
2,176,ATL,SF,30,7
2,235,IND,SF,29,10
2,172,ATL,PG,30,9
2,389,ORL,PG,26,4
2,117,PHI,SG,29,10
2,188,MIA,SF,32,11
2,83,MEM,C,33,12
2,143,WAS,SG,30,9
2,310,BRK,SF,30,8
2,311,UTA,SF,34,8
2,8,TOT,SF,36,17
2,8,UTA,SF,36,17
2,8,HOU,SF,36,17
2,403,IND,PG,24,2
2,469,UTA,PF,23,1
2,431,PHI,C,27,6
2,341,TOT,PF-C,25,3
2,510,ATL,PF,25,6
2,242,CLE,C,29,8
2,572,CLE,SF,30,2
2,158,HOU,PG,30,10
2,555,LAC,PF,24,3
2,342,TOT,PF,23,3
2,209,DET,PF,28,7
2,144,UTA,PF,30,8
2,470,DAL,PG,29,1
2,511,ORL,PF,25,4
2,394,ORL,SG,29,4
2,539,CHI,C,27,5
2,312,UTA,SG,27,6
2,312,UTA,SG,28,7
2,312,UTA,SG,29,8
2,177,NOP,SG,28,5
2,404,BOS,PF,22,2
2,556,NOP,PG,26,2
2,512,NYK,SG,27,6
2,405,OKC,PF,25,2
2,540,SAC,SF,24,5
2,557,ORL,PG,30,2
2,92,MIA,PF,29,10
2,361,SAS,SG,29,8
2,41,NOP,PF,32,13
2,132,MIL,PG,31,13
2,313,NYK,PF,27,8
2,215,CHO,SG,29,4
2,382,BRK,SG,26,5
2,229,ATL,SG,33,10
2,513,BOS,SF,27,6
2,548,HOU,C,23,4
2,362,POR,PF,25,7
2,558,NYK,PG,27,3
2,363,MIN,C,26,7
2,189,LAC,SF,29,10
2,471,CLE,PG,21,1
2,471,TOT,PG,22,2
2,471,CHI,PG,22,2
2,263,DET,C,30,9
2,364,CHO,SF,26,7
2,190,NYK,PG,31,11
2,24,CLE,C,33,14
2,210,BRK,C,29,8
2,236,GSW,SF,31,9
2,264,WAS,SG,28,9
2,77,BRK,PF,33,14
2,106,CLE,PF,34,15
2,365,GSW,C,25,7
2,514,TOR,C,30,6
2,230,MIL,SF,30,10
2,191,GSW,SG,31,9
2,573,CLE,PG,21,2
2,118,SAC,C,28,10
2,432,POR,PG,27,6
2,366,WAS,PF,26,6
2,314,MEM,PF,28,8
2,595,DAL,SF,26,1
2,20,TOT,SG-PF,37,16
2,515,WAS,PF,27,6
2,63,MIA,PG,35,16
2,243,IND,C,28,7
2,251,OKC,SF,28,5
2,192,BRK,PG,30,12
2,66,BRK,C,35,15
2,167,IND,SG,27,8
2,207,NYK,PF,30,8
2,324,PHO,SG,29,7
2,343,TOT,PG,27,2
2,343,PHI,PG,27,2
2,343,NOP,PG,27,2
2,367,TOT,C-PF,29,7
2,367,POR,C,29,7
2,367,NOP,PF,29,7
2,516,UTA,SF,25,6
2,17,LAL,PF,37,19
2,596,CLE,PG,23,1
2,541,CHI,PG,24,5
